,Unnamed: 0,GENDER,SENIORCITIZEN,PARTNER,DEPENDENTS,TENURE,PHONESERVICE,PAPERLESSBILLING,MONTHLYCHARGES,TOTALCHARGES,MONTHLY_MINUTES_OF_USE,TOTAL_MINUTES_OF_USE,MONTHLY_SMS,TOTAL_SMS,MULTIPLELINES_No,MULTIPLELINES_No phone service,MULTIPLELINES_Yes,INTERNETSERVICE_DSL,INTERNETSERVICE_Fiber optic,INTERNETSERVICE_No,ONLINESECURITY_No,ONLINESECURITY_No internet service,ONLINESECURITY_Yes,ONLINEBACKUP_No,ONLINEBACKUP_No internet service,ONLINEBACKUP_Yes,DEVICEPROTECTION_No,DEVICEPROTECTION_No internet service,DEVICEPROTECTION_Yes,TECHSUPPORT_No,TECHSUPPORT_No internet service,TECHSUPPORT_Yes,STREAMINGTV_No,STREAMINGTV_No internet service,STREAMINGTV_Yes,STREAMINGMOVIES_No,STREAMINGMOVIES_No internet service,STREAMINGMOVIES_Yes,CONTRACT_Month-to-month,CONTRACT_One year,CONTRACT_Two year,PAYMENTMETHOD_Bank transfer automatic,PAYMENTMETHOD_Credit card automatic,PAYMENTMETHOD_Electronic check,PAYMENTMETHOD_Mailed check
3656,3656.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,79.15,317.25,1583.0,15863.0,232.0,278.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3666,3666.0,1.0,1.0,0.0,0.0,35.0,1.0,1.0,95.45,3474.05,1909.0,173703.0,202.0,325.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3671,3671.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,64.0,370.25,1280.0,18513.0,124.0,1022.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3679,3679.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,69.6,69.6,1392.0,3480.0,691.0,1271.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3681,3681.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,77.95,305.55,1559.0,15278.0,564.0,668.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3684,3684.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,80.0,241.3,1600.0,12065.0,753.0,888.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3688,3688.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,78.45,78.45,1569.0,3923.0,301.0,847.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3694,3694.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,70.75,146.9,1415.0,7345.0,109.0,211.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3697,3697.0,0.0,1.0,0.0,0.0,9.0,1.0,1.0,84.45,762.5,1689.0,38125.0,73.0,85.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3699,3699.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,75.55,75.55,1511.0,3778.0,881.0,1717.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3700,3700.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,85.65,338.9,1713.0,16945.0,803.0,1049.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3703,3703.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,70.25,70.25,1405.0,3513.0,116.0,590.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3707,3707.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,46.3,46.3,926.0,2315.0,322.0,820.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3709,3709.0,0.0,0.0,0.0,0.0,41.0,1.0,1.0,106.3,4443.45,2126.0,222173.0,242.0,265.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3712,3712.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,75.35,564.65,1507.0,28233.0,835.0,1420.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3715,3715.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,83.15,446.05,1663.0,22303.0,828.0,1570.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3720,3720.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,84.05,186.05,1681.0,9303.0,976.0,1289.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3723,3723.0,0.0,0.0,1.0,0.0,11.0,1.0,1.0,99.5,1056.95,1990.0,52848.0,352.0,1053.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3726,3726.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,85.45,85.45,1709.0,4273.0,175.0,225.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3727,3727.0,1.0,0.0,1.0,0.0,12.0,1.0,1.0,85.05,999.8,1701.0,49990.0,314.0,458.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3729,3729.0,0.0,0.0,1.0,1.0,4.0,1.0,0.0,50.85,239.55,1017.0,11978.0,402.0,563.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3730,3730.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,59.2,59.2,1184.0,2960.0,521.0,1027.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3735,3735.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,54.9,54.9,1098.0,2745.0,573.0,1004.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3736,3736.0,0.0,0.0,1.0,0.0,21.0,1.0,1.0,103.9,2254.2,2078.0,112710.0,822.0,1404.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3744,3744.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,75.45,158.4,1509.0,7920.0,788.0,1000.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3745,3745.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,54.85,104.2,1097.0,5210.0,727.0,1134.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3751,3751.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,95.1,95.1,1902.0,4755.0,832.0,1259.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3754,3754.0,1.0,0.0,1.0,0.0,6.0,1.0,1.0,75.5,438.0,1510.0,21900.0,124.0,447.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3755,3755.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,73.75,325.45,1475.0,16273.0,463.0,1450.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3756,3756.0,1.0,0.0,0.0,0.0,12.0,1.0,1.0,96.05,1148.1,1921.0,57405.0,566.0,1268.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3760,3760.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,70.6,70.6,1412.0,3530.0,942.0,1043.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3773,3773.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,88.95,355.2,1779.0,17760.0,336.0,1127.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3779,3779.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,50.7,151.3,1014.0,7565.0,398.0,513.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3788,3788.0,1.0,0.0,1.0,0.0,54.0,1.0,0.0,109.55,6118.95,2191.0,305948.0,504.0,775.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3792,3792.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,50.6,50.6,1012.0,2530.0,724.0,995.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3793,3793.0,1.0,0.0,0.0,0.0,10.0,1.0,1.0,89.5,863.1,1790.0,43155.0,50.0,169.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3795,3795.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,69.8,69.8,1396.0,3490.0,149.0,920.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3796,3796.0,0.0,0.0,1.0,0.0,21.0,1.0,1.0,94.3,1948.35,1886.0,97418.0,179.0,1094.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3800,3800.0,1.0,0.0,1.0,0.0,24.0,1.0,1.0,101.05,2391.8,2021.0,119590.0,463.0,472.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3804,3804.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,71.3,157.75,1426.0,7888.0,988.0,1087.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3820,3820.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,44.95,44.95,899.0,2248.0,409.0,598.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3822,3822.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,90.55,90.55,1811.0,4528.0,291.0,1121.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3829,3829.0,1.0,0.0,0.0,0.0,7.0,1.0,1.0,85.2,602.55,1704.0,30128.0,958.0,1669.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3834,3834.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,91.4,449.75,1828.0,22488.0,464.0,1007.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3836,3836.0,0.0,1.0,0.0,0.0,15.0,1.0,1.0,91.5,1400.3,1830.0,70015.0,305.0,721.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3848,3848.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,50.7,214.55,1014.0,10728.0,178.0,861.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3852,3852.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,73.25,131.05,1465.0,6553.0,268.0,1009.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3860,3860.0,0.0,0.0,1.0,1.0,9.0,1.0,1.0,85.35,754.65,1707.0,37733.0,713.0,1305.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3861,3861.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,75.35,75.35,1507.0,3768.0,270.0,872.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3863,3863.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,69.3,153.8,1386.0,7690.0,960.0,1330.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3873,3873.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,44.9,44.9,898.0,2245.0,443.0,797.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3880,3880.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,43.3,123.65,866.0,6183.0,319.0,648.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3891,3891.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,74.6,74.6,1492.0,3730.0,925.0,1109.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3893,3893.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,74.2,140.1,1484.0,7005.0,680.0,1644.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3900,3900.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,79.15,79.15,1583.0,3958.0,109.0,976.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3906,3906.0,1.0,0.0,1.0,0.0,31.0,1.0,0.0,93.8,3019.5,1876.0,150975.0,386.0,637.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3913,3913.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,79.6,79.6,1592.0,3980.0,412.0,479.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3916,3916.0,0.0,0.0,0.0,1.0,7.0,1.0,1.0,71.05,472.65,1421.0,23633.0,635.0,1090.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3917,3917.0,1.0,0.0,0.0,0.0,20.0,1.0,1.0,85.25,1734.5,1705.0,86725.0,367.0,477.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3923,3923.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,89.8,502.6,1796.0,25130.0,248.0,483.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3928,3928.0,0.0,0.0,1.0,1.0,14.0,1.0,1.0,89.65,1208.35,1793.0,60418.0,520.0,993.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3929,3929.0,0.0,0.0,0.0,0.0,21.0,1.0,1.0,99.15,1956.4,1983.0,97820.0,123.0,771.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3942,3942.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,80.5,232.35,1610.0,11618.0,79.0,534.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3943,3943.0,1.0,0.0,1.0,0.0,8.0,1.0,1.0,75.0,658.1,1500.0,32905.0,394.0,880.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3945,3945.0,1.0,1.0,0.0,0.0,9.0,1.0,1.0,99.45,919.4,1989.0,45970.0,103.0,203.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3946,3946.0,1.0,0.0,1.0,0.0,9.0,1.0,1.0,69.05,653.95,1381.0,32698.0,201.0,625.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
3949,3949.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,86.25,181.65,1725.0,9083.0,783.0,938.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3951,3951.0,1.0,0.0,0.0,0.0,8.0,1.0,1.0,70.1,551.35,1402.0,27568.0,329.0,1072.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3952,3952.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,70.2,115.95,1404.0,5798.0,510.0,1102.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
3953,3953.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,55.35,165.2,1107.0,8260.0,151.0,933.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
3954,3954.0,1.0,0.0,1.0,0.0,25.0,1.0,1.0,95.7,2338.35,1914.0,116918.0,596.0,906.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
